# file, tumour type
2898.tiff, 2
2899.tiff, 2
2900.tiff, 2
2901.tiff, 2
2902.tiff, 2
2903.tiff, 2
2904.tiff, 2
2905.tiff, 2
2906.tiff, 2
2907.tiff, 2
2908.tiff, 2
2909.tiff, 2
2910.tiff, 2
2911.tiff, 2
2912.tiff, 2
2913.tiff, 2
2914.tiff, 2
2915.tiff, 2
2916.tiff, 2
2917.tiff, 2
2918.tiff, 2
2919.tiff, 2
2920.tiff, 2
2921.tiff, 2
2922.tiff, 2
2923.tiff, 2
2924.tiff, 2
2925.tiff, 2
2926.tiff, 2
2927.tiff, 2
2928.tiff, 2
2929.tiff, 2
2930.tiff, 2
2931.tiff, 2
2932.tiff, 2
2933.tiff, 2
2934.tiff, 2
2935.tiff, 2
2936.tiff, 2
2937.tiff, 2
2938.tiff, 2
2939.tiff, 2
2940.tiff, 2
2941.tiff, 2
2942.tiff, 2
2943.tiff, 2
2944.tiff, 2
2945.tiff, 2
2946.tiff, 2
2947.tiff, 2
2948.tiff, 2
2949.tiff, 2
2950.tiff, 2
2951.tiff, 2
2952.tiff, 2
2953.tiff, 2
2954.tiff, 2
2955.tiff, 2
2956.tiff, 2
2957.tiff, 2
2958.tiff, 2
2959.tiff, 2
2960.tiff, 2
2961.tiff, 2
2962.tiff, 2
2963.tiff, 2
2964.tiff, 2
2965.tiff, 2
2966.tiff, 2
2967.tiff, 2
2968.tiff, 2
2969.tiff, 2
2970.tiff, 2
2971.tiff, 2
2972.tiff, 2
2973.tiff, 2
2974.tiff, 2
2975.tiff, 2
2976.tiff, 2
2977.tiff, 2
2978.tiff, 2
2979.tiff, 2
2980.tiff, 2
2981.tiff, 2
2982.tiff, 2
2983.tiff, 2
2984.tiff, 2
2985.tiff, 2
2986.tiff, 2
2987.tiff, 2
2988.tiff, 2
2989.tiff, 2
2990.tiff, 2
2991.tiff, 2
2992.tiff, 2
2993.tiff, 2
2994.tiff, 2
2995.tiff, 2
2996.tiff, 2
2997.tiff, 2
2998.tiff, 2
2999.tiff, 2
3000.tiff, 2
3001.tiff, 2
3002.tiff, 2
3003.tiff, 2
3004.tiff, 2
3005.tiff, 2
3006.tiff, 2
3007.tiff, 2
3008.tiff, 2
3009.tiff, 2
3010.tiff, 2
3011.tiff, 2
3012.tiff, 2
3013.tiff, 2
3014.tiff, 2
3015.tiff, 2
3016.tiff, 2
3017.tiff, 2
3018.tiff, 2
3019.tiff, 2
3020.tiff, 2
3021.tiff, 2
3022.tiff, 2
3023.tiff, 2
3024.tiff, 2
3025.tiff, 2
3026.tiff, 2
3027.tiff, 2
3028.tiff, 2
3029.tiff, 2
3030.tiff, 1
3031.tiff, 2
3032.tiff, 2
3033.tiff, 2
3034.tiff, 2
3035.tiff, 2
3036.tiff, 2
3037.tiff, 2
3038.tiff, 2
3039.tiff, 2
3040.tiff, 2
3041.tiff, 2
3042.tiff, 2
3043.tiff, 2
3044.tiff, 2
3045.tiff, 2
3046.tiff, 2
3047.tiff, 2
3048.tiff, 2
3049.tiff, 2
3050.tiff, 2
3051.tiff, 2
3052.tiff, 2
3053.tiff, 2
3054.tiff, 2
3055.tiff, 2
3056.tiff, 2
3057.tiff, 2
3058.tiff, 2
3059.tiff, 2
3060.tiff, 2
3061.tiff, 2
3062.tiff, 2
3063.tiff, 1
3064.tiff, 1
